-1,stop,1202193685.0
1,67.0094070135,1202193725.0
-1,stop,1202193727.0
2,321.905972913,1202194808.0
3,141.474583237,1202194809.0
-1,stop,1202194810.0
4,351.845687011,1202196152.0
5,171.683835875,1202196154.0
-1,stop,1202196162.0
6,251.707933175,1202197681.0
-1,stop,1202371405.0
7,67.0093636889,1202371415.0
-1,stop,1202371416.0
8,2.12473306427,1202372007.0
-1,stop,1202372017.0
9,262.827903119,1202372064.0
-1,stop,1202372074.0
10,169.807314334,1202372103.0
-1,stop,1202372114.0
11,0,1202373227.0
12,273.9827548,1202373228.0
13,142.933596447,1202373230.0
-1,stop,1202373231.0
14,234.460018243,1202374213.0
15,51.722624106,1202374214.0
-1,stop,1202374215.0
16,328.720477227,1202376528.0
17,148.094471607,1202376529.0
-1,stop,1202376532.0
18,224.326322705,1202377031.0
19,41.2862619345,1202377032.0
-1,stop,1202377033.0
20,251.70812852,1202378092.0
-1,stop,1202431103.0
21,67.0098342103,1202431134.0
-1,stop,1202431135.0
22,55.804166269,1202431185.0
-1,stop,1202431201.0
23,335.231225128,1202432442.0
24,154.82179221,1202445282.0
-1,stop,1202447339.0
25,202.293832203,1202448148.0
26,20.6669766883,1202448149.0
-1,stop,1202448150.0
27,0,1202448720.0
28,180,1202448722.0
-1,stop,1202448724.0
29,324.943376999,1202452464.0
30,144.481794513,1202452465.0
-1,stop,1202452468.0
31,347.006361892,1202452979.0
32,166.75254829,1202452980.0
-1,stop,1202452981.0
33,331.988269674,1202453854.0
34,151.559166375,1202453855.0
-1,stop,1202453856.0
35,180,1202458016.0
36,0,1202458017.0
-1,stop,1202458018.0
