-1,stop,1201930690.0
1,90,1201930724.0
2,90,1201930729.0
3,90,1201930734.0
4,88.53469564,1201930739.0
5,81.7207206239,1201930744.0
-1,stop,1201931419.0
6,157.675586771,1201932939.0
7,137.827431723,1201932944.0
8,148.703645692,1201932949.0
9,146.247410177,1201932954.0
10,141.747058926,1201932959.0
11,139.323093633,1201932964.0
12,139.680273936,1201932969.0
-1,stop,1201932974.0
13,142.528704029,1201932984.0
14,138.961234058,1201932989.0
15,136.223613863,1201933004.0
-1,stop,1201933009.0
16,83.7955365824,1201933034.0
17,88.3394436138,1201933039.0
18,79.9128837692,1201933044.0
19,87.7361472176,1201933049.0
20,87.5902588114,1201933054.0
21,239.15615593,1201933059.0
-1,stop,1201933486.0
22,359.024036329,1201933493.0
23,0,1201933498.0
-1,stop,1201933508.0
24,12.603258052,1201933518.0
25,0,1201933523.0
26,350.061686857,1201933528.0
27,353.621310955,1201933533.0
28,1.95128520625,1201933538.0
29,353.169929229,1201933543.0
30,270.303560556,1201933548.0
-1,stop,1201934220.0
31,182.19496635,1201934223.0
32,174.691481317,1201934228.0
33,175.262580664,1201934233.0
34,171.493013537,1201934238.0
35,169.151114682,1201934243.0
-1,stop,1201934248.0
36,186.90146131,1201934258.0
37,173.750330694,1201934263.0
38,175.131507673,1201934268.0
39,198.187328262,1201934273.0
-1,stop,1201934278.0
40,267.924764976,1201934293.0
41,266.681886618,1201934298.0
42,270,1201934303.0
43,263.795937105,1201934308.0
44,265.137292093,1201934313.0
45,268.37562993,1201934318.0
46,265.433711755,1201934323.0
47,266.753869234,1201934328.0
48,265.854970229,1201934333.0
-1,stop,1201934338.0
49,263.434104886,1201934343.0
50,270,1201934348.0
51,265.854973248,1201934353.0
52,267.127758583,1201934358.0
53,214.580662558,1201934363.0
-1,stop,1201934951.0
54,271.288124157,1201934953.0
55,276.202641535,1201934958.0
56,278.723020308,1201934963.0
57,238.887033167,1201934968.0
58,176.217805969,1201935688.0
59,178.003639527,1201935693.0
60,178.858898771,1201935698.0
61,174.943338245,1201935703.0
62,165.660813622,1201935708.0
63,177.84712127,1201935713.0
64,210.700371106,1201935728.0
-1,stop,1201936418.0
65,174.941705199,1201936498.0
66,97.7398780249,1201937157.0
-1,stop,1201937888.0
67,102.546640898,1201937913.0
-1,stop,1201937923.0
68,358.719790211,1201937928.0
69,357.417264757,1201938618.0
70,358.373174771,1201938620.0
71,355.261014513,1201938623.0
72,323.330668274,1201938628.0
-1,stop,1201939348.0
73,254.964422649,1201939398.0
74,265.028924108,1201939403.0
75,267.012559353,1201939408.0
76,345.668329106,1201939418.0
77,346.640261274,1201939423.0
-1,stop,1201939433.0
78,50.081695884,1201939473.0
79,0,1201940098.0
80,10.3388463293,1201940103.0
81,38.7538431664,1201940108.0
-1,stop,1201940113.0
